更新时间,#genre#
20250914 03:01,url


RespoTime,whitelist,#genre#
748.54ms,[BD]黑龙江卫视,https://stream1.freetv.fun/hei-long-jiang-wei-shi-16.m3u8
748.55ms,辽宁卫视,https://stream1.freetv.fun/edb57e606aa8da2b5359531477648dff67d77e37d6c904e8ff9acf181af3c5ab.m3u8
748.55ms,河南卫视,https://stream1.freetv.fun/0f698a15b7719ff8e12e8d788e7fd4f5955597bf245c8c8ca8fbd4be6dec7cbd.m3u8
748.57ms,[BD]world fishing network,https://stream1.freetv.fun/world-fishing-network-7.ctv
748.60ms,[SD]fortuna tv,https://stream1.freetv.fun/fortuna-tv-1.m3u8
748.64ms,[SD]广东卫视,https://stream1.freetv.fun/yan-dong-wei-shi-94.m3u8
748.67ms,[HD]itn,https://stream1.freetv.fun/itn-3.m3u8
748.68ms,东方卫视,https://stream1.freetv.fun/2df6bf87a1f3e0fb1e5e166150a7b2f68840bbeedffddac9863085c08c27317a.m3u8
748.70ms,[HD]praise tv (720p),https://stream1.freetv.fun/praise-tv-1.m3u8
748.71ms,广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-25.ctv
748.72ms,青海卫视,https://stream1.freetv.fun/700b3e5f41166e13fcf63757cb786ff68c7d8fd7289d72c8b36dc7c9fe9a8e82.m3u8
748.74ms,PrimaFREE,https://5f22d76e220e1.streamlock.net/primafree/primafree/playlist.m3u8
748.74ms,[HD]telemadrid,https://stream1.freetv.fun/telemadrid-2.m3u8
748.75ms,湖北卫视,https://epg.pw/stream/d624845bae92dcd8ae15384141ea8ed6ceb2c96b8a3fe32564f7f295feff46f4.m3u8
748.77ms,[BD]radio 10,https://stream1.freetv.fun/radio-10-1.m3u8
748.79ms,[VGA]itv,https://stream1.freetv.fun/itv-3.m3u8
748.82ms,[BD]makrodigital television,https://stream1.freetv.fun/makrodigital-television-1.m3u8
748.83ms,[BD]tvri jakarta,https://stream1.freetv.fun/tvri-jakarta-2.m3u8
748.84ms,[HD]muzangala tv,https://stream1.freetv.fun/muzangala-tv-1.m3u8
748.85ms,河南睛彩中原,http://live.dxhmt.cn:9080/19903718786/854deb36f8db4c9098cad18cc35bd632.m3u8
748.86ms,[HD]in the kitchen,https://stream1.freetv.fun/in-the-kitchen-1.m3u8
748.88ms,CELESTIALMOVIES,https://stream1.freetv.fun/celestial-movies-4.m3u8
748.89ms,[BD]vevo hip-hop et rnb,https://stream1.freetv.fun/vevo-hip-hop-et-rnb-1.m3u8
748.89ms,[BD]arirang,https://stream1.freetv.fun/arirang-15.m3u8
748.92ms,云南卫视,https://stream1.freetv.fun/8e81cbb76e0813b2f30803f97843771f0217d28d4ca11246db8f85a068cf637a.m3u8
748.94ms,[HD]euronews ᴴᴰ,https://stream1.freetv.fun/euronews-hd-1.m3u8
748.95ms,[SD]travelxp (720p),https://stream1.freetv.fun/travelxp-4.m3u8
748.95ms,[BD]zoom,https://stream1.freetv.fun/zoom-2.m3u8
748.95ms,[BD]cinevault classics,https://stream1.freetv.fun/cinevault-classics-2.m3u8
748.96ms,[HD]ช่อง bayon tv,https://stream1.freetv.fun/ch-ng-bayon-tv-1.m3u8
748.96ms,[BD]dubai sports 2,https://stream1.freetv.fun/dubai-sports-2-9.m3u8
748.97ms,[HD]uranio tv,https://stream1.freetv.fun/uranio-tv-1.m3u8
749.00ms,Arirang World,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
749.04ms,NDR Mecklenburg-Vorpommern Ⓖ,https://mcdn.ndr.de/ndr/hls/ndr_fs/ndr_mv/master.m3u8
749.05ms,[HD]antena 1 tv,https://stream1.freetv.fun/antena-1-tv-1.m3u8
749.07ms,凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-3.m3u8
749.08ms,立夏的雪听歌闲聊玩魔方,https://mursor.ottiptv.cc/bilibili/21750251
749.09ms,亳州农村,http://zbbf2.ahbztv.com/live/418.m3u8?zanhd
749.09ms,[BD]univer tv,https://stream1.freetv.fun/univer-tv-1.m3u8
749.11ms,[BD]江苏卫视,https://stream1.freetv.fun/jiang-su-wei-shi-89.m3u8
749.12ms,隐秘王国里的奇迹3,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/2fe654a3cadf4838bb34ea18441378e8/1200.m3u8
749.12ms,河南卫视,https://stream1.freetv.fun/4eb563f914f53b524267b6a0f897d6f43bba9f4933a782896077eacdba9a09d2.m3u8
749.16ms,CHC家庭影院,https://stream1.freetv.fun/chc-jia-ting-ying-yuan-1.ctv
749.21ms,[SD]rt documentary,https://stream1.freetv.fun/rt-documentary-1.m3u8
749.26ms,[HD]hrt 2,https://stream1.freetv.fun/hrt-2-2.m3u8
749.27ms,浙江｜绍兴上虞综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
749.28ms,[HD]萍乡综合,https://stream1.freetv.fun/ping-xiang-zong-he-1.m3u8
749.32ms,[BD]金鹰卡通,https://stream1.freetv.fun/jin-ying-qia-tong-5.m3u8
749.44ms,[HD]ny en español,https://stream1.freetv.fun/ny-en-espanol-1.m3u8
749.51ms,凯门鳄的奇妙旅程,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/aba970eff8be48beb339a2ad027592cf/1200.m3u8
749.55ms,[BD]RTHK32,https://stream1.freetv.fun/rthk32-1.m3u8
749.57ms,[SD]ntv plus,https://stream1.freetv.fun/ntv-plus-2.m3u8
749.62ms,[BD]nbt,https://stream1.freetv.fun/nbt-3.m3u8
749.66ms,[BD]trt 1,https://stream1.freetv.fun/trt-1-9.m3u8
749.71ms,西平综合,http://live.dxhmt.cn:9081/tv/11721-1.m3u8
749.71ms,被退婚后，小村姑闪婚霸道总裁第21-36集完结,https://v.gsuus.com/play/9aA43M3e/index.m3u8
749.72ms,[HD]sa tv,https://stream1.freetv.fun/sa-tv-1.m3u8
749.74ms,MTV Music,http://iuhqittr.otttv.pw/iptv/TH7AMEND7RFRKH77776RQDDT/19192/index.m3u8
749.77ms,[SD]mbc 5,https://stream1.freetv.fun/mbc-5-2.m3u8
749.78ms,[SD]fox weather (720p),https://stream1.freetv.fun/fox-weather-4.m3u8
749.92ms,[SD]西藏卫视,https://stream1.freetv.fun/xi-cang-wei-shi-58.m3u8
749.95ms,[BD]民視新聞,https://stream1.freetv.fun/min-shi-xin-wen-19.m3u8
749.98ms,[BD]cmusic *x,https://stream1.freetv.fun/cmusic--x-1.m3u8
750.02ms,真武侠,http://cfss.cc/cdn/hy/29169712.m3u8
750.12ms,CCTV13,https://stream1.freetv.fun/f2306dc938a374481649dfb8c0cd797ab83abfaf988502de3b6d40a6ce6afdb0.m3u8
750.15ms,厦门卫视,https://stream1.freetv.fun/1d1f4ee3272778c3d7965079694c5fa2b4daae8342dfb55a91a721fa64d486fb.m3u8
750.18ms,[BD]湖南卫视,https://stream1.freetv.fun/hu-nan-wei-shi-68.m3u8
750.18ms,[HD]oasis tv,https://stream1.freetv.fun/oasis-tv-1.m3u8
750.22ms,[BD]3aw melbourne,https://stream1.freetv.fun/3aw-melbourne-1.m3u8
750.23ms,[BD]台視新聞,https://stream1.freetv.fun/tai-shi-xin-wen-12.m3u8
750.25ms,Giovanni Paolo Tv,https://media2021.rtvweb.com/giovannipaolotv/web/chunklist_w663456797.m3u8
750.26ms,东南卫视,https://stream1.freetv.fun/4d7ac833df136bffef1468d0b0b9f1f5d56c620106e66856f1083f496885f81c.m3u8
750.26ms,[HD]ช่อง a e,https://stream1.freetv.fun/ch-ng-a-e-1.m3u8
750.32ms,宁夏卫视,https://stream1.freetv.fun/9dfcd15da42ab880c3f6eb7bcc68ba6e7b9b8ee5978f0549d2dfd881658ee498.m3u8
750.36ms,内蒙古卫视,https://epg.pw/stream/4771a189ad19420bb986b757be6eebee1b68d9f586e1580a742e4a63d015a966.m3u8
750.36ms,[VGA]akaal channel,https://stream1.freetv.fun/akaal-channel-1.m3u8
750.38ms,[SD]team spirit,https://stream1.freetv.fun/team-spirit-1.m3u8
750.45ms,[HD]lakewood channel 8 (lakewood co) (720p),https://stream1.freetv.fun/lakewood-channel-8-1.m3u8
750.46ms,[HD]南宁都市生活,https://stream1.freetv.fun/nan-zhu-du-shi-sheng-huo-3.m3u8
750.46ms,[HD]cnbc(usa) =,https://stream1.freetv.fun/cnbc-12.ctv
750.49ms,[HD]绍兴公共频道,https://stream1.freetv.fun/shao-xing-gong-gong-3.m3u8
750.51ms,唐河一套,http://live.dxhmt.cn:9081/tv/11328-1.m3u8
750.52ms,[HD]blues tv,https://stream1.freetv.fun/blues-tv-1.m3u8
750.55ms,NDR Niedersachsen Ⓖ,https://mcdn.ndr.de/ndr/hls/ndr_fs/ndr_nds/master.m3u8
750.56ms,[BD]домашний,https://stream1.freetv.fun/domashnii-1.m3u8
750.60ms,魅力足球,https://www.freetv.top/migu/796070308.m3u8?migutoken=0a72668399c6f96d928c0bf0adbe330bbae95b55cfc10f2da9e830e2e06051b89a0e1db847eaa61f6b897e3efcb05ecc6160c2ce3c8073fb2d90c8ed191845e1ca16f6bcd3aaa13f6538d2074d
750.61ms,[BD]tv8,https://stream1.freetv.fun/tv8-9.m3u8
750.62ms,内蒙古卫视,https://stream1.freetv.fun/37fc5c2c33aed43bab26dcbddab8b5b568175179a9e550df8092952c55f09d7c.m3u8
750.63ms,[BD]bridge deluxe,https://stream1.freetv.fun/bridge-deluxe-1.m3u8
750.68ms,野性的魅力1,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/2f83cd6f217c48e8abb8064f430bc93a/1200.m3u8
750.70ms,CCTV9,https://www.freetv.top/migu/673168140.m3u8?migutoken=a6f3e71bb2bb9d74426a1761b5d2daf69d595aebfafc6e4a7bac09190d4545961d1cc02d05117f0a2e2ef42ebdc9f2520b8f601aab6252de7373f68c95aa3277f6c51bae97dd75144efc7ed543
750.70ms,[VGA]музыка 1 international,https://stream1.freetv.fun/muzyka-1-international-1.m3u8
750.75ms,[BD]cbc tv8 (1080p) [not 24/7],https://stream1.freetv.fun/cbc-tv8-1.m3u8
750.77ms,[BD]newsy,https://stream1.freetv.fun/newsy-3.m3u8
750.79ms,[BD]江苏卫视,https://stream1.freetv.fun/jiang-su-wei-shi-43.m3u8
750.80ms,[HD]cmtv *y,https://stream1.freetv.fun/cmtv--y-1.m3u8
750.85ms,[VGA]ช่อง disney xd,https://stream1.freetv.fun/ch-ng-disney-xd-2.m3u8
750.87ms,「斗鱼」我的世界,http://dns.yiandrive.com:13571/douyu/738878
750.88ms,内蒙古卫视,https://stream1.freetv.fun/6c0dc5f92cf0cbeb4cd657104df4ec4f367b35d306a988266a353661da8726d0.m3u8
750.89ms,[HD]animax,https://stream1.freetv.fun/animax-9.ctv
750.92ms,[BD]西宁新闻,https://stream1.freetv.fun/xi-zhu-xin-wen-3.m3u8
750.98ms,[HD]extrema tv kids,https://stream1.freetv.fun/extrema-tv-kids-1.m3u8
750.99ms,[SD]mbc fm (1080p),https://stream1.freetv.fun/mbc-fm-2.m3u8
751.01ms,[BD]vice news,https://stream1.freetv.fun/vice-news-1.m3u8
751.10ms,[SD]mnb sd,https://stream1.freetv.fun/mnb-sd-1.m3u8
751.15ms,[SD]первый музыкальный канал,https://stream1.freetv.fun/pervyi-muzykal-nyi-kanal-1.m3u8
751.25ms,小熊的梦幻森林1,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/b0f2b241c39c42beb732a5e73b5a9782/1200.m3u8
751.26ms,La Une,http://4ce5e2d62ee2c10e43c709f9b87c44d5.streamhost.cc/m3u8/Belgium/29797c9f3f4fa00.m3u8
751.27ms,变形金刚UHD,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/720p/h264_delogo/1649341231263414752/mda-nd6k8tnavw6sj0a5.mp4
751.28ms,[BD]etv,https://stream1.freetv.fun/etv-3.m3u8
751.30ms,[BD]mbc 5,https://stream1.freetv.fun/mbc-5-3.m3u8
751.33ms,[HD]rede vida,https://stream1.freetv.fun/rede-vida-3.m3u8
751.34ms,新粉免米,https://mursor.ottiptv.cc/bilibili/31079307
751.35ms,[HD]sharjah tv,https://stream1.freetv.fun/sharjah-tv-2.m3u8
751.38ms,[SD]british drama,https://stream1.freetv.fun/british-drama-1.m3u8
751.42ms,[SD]нст,https://stream1.freetv.fun/nst-2.m3u8
751.44ms,无线新闻台,http://php.jdshipin.com/TVOD/iptv.php?id=wxxw
751.46ms,[BD]cctv5,https://stream1.freetv.fun/ipv6-cctv5-83.m3u8
751.50ms,[SD]mta8 america (1080p),https://stream1.freetv.fun/mta8-america-2.m3u8
751.50ms,[SD]tvs sports (720p) [not 24/7],https://stream1.freetv.fun/tvs-sports-2.m3u8
751.51ms,CCTV10,https://stream1.freetv.fun/3025f062afb1cb23784f5ffdfaa4ff243b2d34cbaa22fc930a83afefea1b644d.m3u8
751.53ms,[SD]msnbc (720p),https://stream1.freetv.fun/msnbc-5.m3u8
751.57ms,[SD]4fun.tv,https://stream1.freetv.fun/4fun-tv-4.m3u8
751.58ms,荥阳综合,http://live.dxhmt.cn:9081/tv/10182-1.m3u8
751.59ms,[HD]etv,https://stream1.freetv.fun/etv-4.m3u8
751.60ms,[SD]kiro-dt1 (1080p),https://stream1.freetv.fun/kiro-dt1-2.m3u8
751.61ms,[VGA]дом кино,https://stream1.freetv.fun/dom-kino-2.m3u8
751.67ms,[BD]湖南经视,https://stream1.freetv.fun/hu-nan-jing-shi-9.m3u8
751.72ms,[SD]vtn victory television network (720p),https://stream1.freetv.fun/vtn-victory-television-network-2.m3u8
751.74ms,[BD]animal planet *y,https://stream1.freetv.fun/animal-planet--y-1.m3u8
751.75ms,西藏卫视,https://stream1.freetv.fun/f472b7f1026488727d44969d797eb060aa375af68479fe9b1359d81927da37f4.m3u8
751.76ms,[HD]ช่อง sky sports f1,https://stream1.freetv.fun/ch-ng-sky-sports-f1-2.m3u8
751.78ms,萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
751.78ms,超级狮子群的故事(上),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1c0a25fcb5564e02a435ec33fbdc4888/1200.m3u8
751.79ms,[BD]tastemade australia,https://stream1.freetv.fun/tastemade-australia-1.m3u8
751.79ms,[SD]mbc 4,https://stream1.freetv.fun/mbc-4-2.m3u8
751.79ms,13 Entretención,https://origin.dpsgo.com/ssai/event/BBp0VeP6QtOOlH8nu3bWTg/master.m3u8
751.82ms,[BD]logos tv,https://stream1.freetv.fun/logos-tv-2.m3u8
751.89ms,[BD]重庆卫视,https://stream1.freetv.fun/zhong-qing-wei-shi-57.m3u8
751.96ms,上海纪实,https://stream1.freetv.fun/ipv6-shang-hai-ji-shi-ren-wen-2.m3u8
751.96ms,CCTV14,https://stream1.freetv.fun/cctv-14-shao-er-2.m3u8
751.97ms,欢笑剧场,http://www.cdnstv.com:6398/hls/1171/index.m3u8
751.97ms,[HD]ช่อง bally sports north,https://stream1.freetv.fun/ch-ng-bally-sports-north-2.m3u8
752.04ms,金鹰卡通,https://stream1.freetv.fun/04c887f5ef1094da7dee8aa04f8c3d763c80977655b913034c1c93e3883a91bb.m3u8
752.08ms,CCTV-6,http://fm1077.serv00.net/Smart.php?id=cctv6
752.12ms,[BD]cctv第一剧场,https://stream1.freetv.fun/cctvdi-yi-ju-chang-7.m3u8
752.13ms,凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx2
752.15ms,[BD]青海卫视,https://stream1.freetv.fun/qing-hai-wei-shi-184.m3u8
752.20ms,Tele Bari,https://w1.mediastreaming.it/telebari/livestream/playlist.m3u8
752.21ms,[BD]kanal d drama,https://stream1.freetv.fun/kanal-d-drama-2.m3u8
752.26ms,[HD]jin tv,https://stream1.freetv.fun/jin-tv-1.m3u8
752.27ms,[BD]trt haber,https://stream1.freetv.fun/trt-haber-1.m3u8
752.28ms,新疆卫视,https://stream1.freetv.fun/b79a4261d16deee4cc3aa4c5ecdbfe037bda1c7b674a9a2fd20ea2dd34d0ea1f.m3u8
752.34ms,农林卫视,https://stream1.freetv.fun/nong-lin-wei-shi-27.m3u8
752.35ms,[BD]vevo schlager pop,https://stream1.freetv.fun/vevo-schlager-pop-1.m3u8
752.36ms,[HD]people are awesome,https://stream1.freetv.fun/people-are-awesome-1.m3u8
752.36ms,[BD]湖北卫视,https://stream1.freetv.fun/hu-bei-wei-shi-21.m3u8
752.38ms,广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-3.m3u8
752.41ms,固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
752.44ms,[HD]wdr fernsehen bonn,https://stream1.freetv.fun/wdr-fernsehen-bonn-1.m3u8
752.45ms,[SD]ntv (720p),https://stream1.freetv.fun/ntv-4.m3u8
752.49ms,[BD]travel xp,https://stream1.freetv.fun/travel-xp-7.m3u8
752.51ms,[BD]hits movies *x,https://stream1.freetv.fun/hits-movies--x-1.m3u8
752.52ms,kRYST4L,http://dns.yiandrive.com:13571/huya/222523
752.52ms,[HD]fox 13 seattle wa,https://stream1.freetv.fun/fox-13-seattle-wa-1.m3u8
752.52ms,[BD]金鹰卡通,https://stream1.freetv.fun/ipv6-jin-ying-qia-tong-39.m3u8
752.53ms,[HD]cbs news colorado (720p),https://stream1.freetv.fun/cbs-news-colorado-1.m3u8
752.54ms,[HD]kanal d drama,https://stream1.freetv.fun/kanal-d-drama-1.m3u8
752.55ms,[BD]dance tv,https://stream1.freetv.fun/dance-tv-1.m3u8
752.56ms,[BD]河南卫视,https://stream1.freetv.fun/he-nan-wei-shi-59.m3u8
752.60ms,[HD]weathernation,https://stream1.freetv.fun/weathernation-4.m3u8
752.63ms,[SD]racing america (720p),https://stream1.freetv.fun/racing-america-2.m3u8
752.67ms,[BD]oneplanet hd,https://stream1.freetv.fun/oneplanet-1.ctv
752.68ms,[SD]romance,https://stream1.freetv.fun/romance-1.m3u8
752.70ms,[HD]canal 8,https://stream1.freetv.fun/canal-8-3.m3u8
752.71ms,凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-1.m3u8
752.80ms,[VGA]rmtv,https://stream1.freetv.fun/rmtv-1.m3u8
752.80ms,安徽卫视,http://113.57.111.4:1111/tsfile/live/1021_1.m3u8
752.80ms,四川卫视,https://stream1.freetv.fun/4fac296fd9cc5208891eb5a10f289404e7719e3c738bfdda26d726eb9e039e97.m3u8
752.82ms,[BD]nascar,https://stream1.freetv.fun/nascar-1.m3u8
752.86ms,[HD]ช่อง bally sports sun,https://stream1.freetv.fun/ch-ng-bally-sports-sun-1.m3u8
752.92ms,走出包围圈,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/38fc4f8e379445aeab6098b9ece0aa2a/1200.m3u8
752.92ms,[VGA]карусель,https://stream1.freetv.fun/karusel-2.m3u8
752.94ms,[SD]world poker tour,https://stream1.freetv.fun/world-poker-tour-4.m3u8
752.96ms,[BD]thai pbs,https://stream1.freetv.fun/thai-pbs-4.m3u8
752.97ms,[SD]cbs news minnesota (720p),https://stream1.freetv.fun/cbs-news-minnesota-2.m3u8
752.98ms,年鹏,http://dns.yiandrive.com:13571/douyu/5389181
753.04ms,[BD]gb news,https://stream1.freetv.fun/gb-news-2.m3u8
753.08ms,[SD]abadan,https://stream1.freetv.fun/abadan-2.m3u8
753.09ms,[SD]sky comedy *s,https://stream1.freetv.fun/sky-comedy--s-1.m3u8
753.10ms,[BD]kurdsat news,https://stream1.freetv.fun/kurdsat-news-2.m3u8
753.12ms,渑池新闻综合,http://live.dxhmt.cn:9081/tv/11221-1.m3u8
753.14ms,[SD]celestial movies *s,https://stream1.freetv.fun/celestial-movies--s-1.m3u8
753.16ms,[SD]team spirit,https://stream1.freetv.fun/team-spirit-2.m3u8
753.18ms,[HD]sun rtv,https://stream1.freetv.fun/sun-rtv-1.m3u8
753.21ms,CCTV6,https://stream1.freetv.fun/63514d6a0cc1d233f91a13749a64b5271fed4f84f47cc884e189a42a4837d620.m3u8
753.21ms,[HD]ств беларусь,https://stream1.freetv.fun/stv-belarus-1.m3u8
753.21ms,山东卫视,https://stream1.freetv.fun/934000425c51d50edc50e8dd48d609d7cf5cea31c296b2a86f780b5acf7434ad.m3u8
753.24ms,[HD]true history,https://stream1.freetv.fun/true-history-1.m3u8
753.25ms,CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-2.m3u8
753.25ms,[VGA]assadissa,https://stream1.freetv.fun/assadissa-1.m3u8
753.26ms,被母狮拯救的小角马(上),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/ba95e1a983584925887c11306f83ccf8/1200.m3u8
753.34ms,[BD]music top,https://stream1.freetv.fun/music-top-1.m3u8
753.35ms,[HD]telefe internacional,https://stream1.freetv.fun/telefe-internacional-1.m3u8
753.36ms,Chamber TV,https://media02.webtvlive.eu/chd-edge/_definst_/smil:chamber_tv_hd.smil/playlist.m3u8
753.37ms,[HD]wdr fernsehen düsseldorf,https://stream1.freetv.fun/wdr-fernsehen-dusseldorf-1.m3u8
753.39ms,上海纪实,https://stream1.freetv.fun/ipv6-shang-hai-ji-shi-ren-wen-3.m3u8
753.40ms,[BD]eurosport 2,https://stream1.freetv.fun/eurosport-2-25.m3u8
753.43ms,[HD]television espoir 47,https://stream1.freetv.fun/television-espoir-47-1.m3u8
753.46ms,广东卫视,https://stream1.freetv.fun/80f9f93aeb14f2b203cb77e1f72b095e2aa7e9491de1ee852d24239ba08f3098.m3u8
753.49ms,CCTV1,https://stream1.freetv.fun/960192460e742af597efd712c6fee1c5baf1e90589d2166e6e3f0dd636132070.m3u8
753.54ms,CHC动作电影,https://stream1.freetv.fun/413df533cc2d866bacdc87729814e66f4cf836c13b12ed783b54345fd012c6c8.m3u8
753.55ms,[HD]disney channel(in) *s,https://stream1.freetv.fun/disney-channel--s-1.m3u8
753.59ms,CCTV12,https://stream1.freetv.fun/713f8c42d89efd6b0b31ab22e8070a22a6eb54790b31f6e8ebe511775c1309f5.m3u8
753.63ms,[BD]辽宁卫视,https://stream1.freetv.fun/ipv6-liao-zhu-wei-shi-68.m3u8
753.63ms,[BD]cctv9,https://stream1.freetv.fun/cctv9-28.m3u8
753.69ms,东方卫视,https://stream1.freetv.fun/25958193feebada21ab449c25162cd19070766c982f7595d9ae00e6eeccdd444.m3u8
753.69ms,[BD]rtp açores,https://stream1.freetv.fun/rtp-acores-4.m3u8
753.70ms,[BD]tv1 kg,https://stream1.freetv.fun/tv1-kg-1.m3u8
753.77ms,[VGA]imam hussein tv 3 (1080p) [not 24/7],https://stream1.freetv.fun/imam-hussein-tv-3-1.m3u8
753.77ms,[HD]nation tv,https://stream1.freetv.fun/nation-tv-4.m3u8
753.86ms,[HD]thairath tv,https://stream1.freetv.fun/thairath-tv-1.m3u8
753.91ms,福建经视,https://stream1.freetv.fun/fu-jian-jing-ji-4.m3u8
753.92ms,CCTV4,https://stream1.freetv.fun/964a51445ff33a4d13e786b28b01992fa55022cfc28c81c5f24497d1131a5d18.m3u8
753.93ms,[BD]alawla tv,https://stream1.freetv.fun/alawla-tv-2.m3u8
753.94ms,私家车999,https://stream.hndt.com/live/sijiache/playlist.m3u8
753.94ms,明珠,https://stream1.freetv.fun/ming-zhu-7.m3u8
753.99ms,[SD]c31 melbourne (240p),https://stream1.freetv.fun/c31-melbourne-2.m3u8
754.02ms,延边2,http://stream8.jlntv.cn/ljtv/playlist.m3u8
754.03ms,[HD]wcgtv public,https://stream1.freetv.fun/wcgtv-public-1.m3u8
754.03ms,ATV*,https://stream1.freetv.fun/atv-12.m3u8
754.04ms,[BD]凉山新闻综合,https://stream1.freetv.fun/liang-shan-xin-wen-zong-he-5.m3u8
754.04ms,[BD]湖北卫视,https://stream1.freetv.fun/hu-bei-wei-shi-82.m3u8
754.05ms,浙江｜兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
754.09ms,BOO*,https://stream1.freetv.fun/boo-4.m3u8
754.16ms,[HD]mnc,https://stream1.freetv.fun/mnc-1.m3u8
754.18ms,[HD]bruzz,https://stream1.freetv.fun/bruzz-2.m3u8
754.20ms,[BD]無線新聞,https://stream1.freetv.fun/wu-xian-xin-wen-14.ctv
754.30ms,[HD]reggiotv,https://stream1.freetv.fun/reggiotv-2.m3u8
754.36ms,RT Español（西语）,https://rt-esp.rttv.com/dvr/rtesp/playlist_4500Kb.m3u8
754.36ms,[BD]mbc 1,https://stream1.freetv.fun/mbc-1-1.m3u8
754.41ms,[SD]pop uk ==,https://stream1.freetv.fun/pop-uk-1.ctv
754.49ms,[BD]trace urban,https://stream1.freetv.fun/trace-urban-13.m3u8
754.50ms,[SD]amedia 2,https://stream1.freetv.fun/amedia-2-1.m3u8
754.51ms,[BD]ช่อง dove channel,https://stream1.freetv.fun/ch-ng-dove-channel-1.m3u8
754.53ms,QTALCHANNEL,https://stream1.freetv.fun/q-tal-channel-1.m3u8
754.56ms,ABC News Australia (360p),https://abc-news-dmd-streams-1.akamaized.net/out/v1/701126012d044971b3fa89406a440133/index_7.m3u8
754.59ms,[BD]love nature,https://stream1.freetv.fun/love-nature-14.m3u8
754.59ms,松原乾安综合,http://stream6.jlntv.cn/qa/playlist.m3u8
754.60ms,动漫秀场,https://stream1.freetv.fun/ipv6-dong-man-xiu-chang-4.m3u8
754.63ms,[SD]cctv2,https://stream1.freetv.fun/cctv2-51.m3u8
754.63ms,[BD]cctv11,https://stream1.freetv.fun/ipv6-cctv11-12.m3u8
754.64ms,湖南卫视,https://stream1.freetv.fun/a1bdb73d7739fce77368508dc82aff2bf83a73441468e548a9004f0763f6cb35.m3u8
754.71ms,猴子的智慧,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/ef01d6b79fe74daf9bd63ff0469713d2/1200.m3u8
754.72ms,捕食者追猎现场(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/6016b09920a7447eb798f3f891f52bad/1200.m3u8
754.75ms,[BD]нтв,https://stream1.freetv.fun/ntv-2.m3u8
754.82ms,Pomona Internet Streaming Channel (Pomona CA) (720p),https://reflect-pomona.cablecast.tv/live-1/live/live.m3u8
754.87ms,[HD]cnbc mgl,https://stream1.freetv.fun/cnbc-mgl-1.m3u8
754.89ms,[HD]vtn victory television network,https://stream1.freetv.fun/vtn-victory-television-network-1.m3u8
754.92ms,CCTV5+,http://fxgm.fxjf.work:19901/tsfile/live/0016_1.m3u8
754.93ms,韩国EBD-Kids,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w1965791004.m3u8
754.94ms,[HD]workpoint tv,https://stream1.freetv.fun/workpoint-tv-4.m3u8
754.94ms,[HD]zee bangla,https://stream1.freetv.fun/zee-bangla-1.m3u8
754.94ms,[BD]咪咕体育21,https://stream1.freetv.fun/ipv6-mi-gu-ti-yu-21-1.m3u8
755.02ms,[BD]西宁新闻综合频道,https://stream1.freetv.fun/xi-zhu-xin-wen-zong-he-2.m3u8
755.03ms,雨林守护的秘密(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/084be96dbd124ac499afc25eb1e4d63d/1200.m3u8
755.03ms,[VGA]imam hussein tv 2,https://stream1.freetv.fun/imam-hussein-tv-2-2.m3u8
755.04ms,[VGA]周润发,https://stream1.freetv.fun/zhou-run-fa-1.m3u8
755.05ms,内蒙古卫视,https://stream1.freetv.fun/9f4c2f9ff704c83018a20adc087942e1b7d5067e2a36ba25efcda771009f3a00.m3u8
